1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,2
9,4
10,2
11,1
12,1
13,1
14,2
15,1
16,5
17,1
18,2
19,1
20,1
21,2
22,1
23,3
24,1
25,1
26,1
27,1
28,1
29,17
30,1
31,1
32,1
33,1
34,5
35,15
36,2
37,15
38,1
39,1
40,3
41,5
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,2
56,2
57,1
58,1
59,1
60,1
61,2
62,1
63,2
64,2
65,1
66,2
67,1
68,1
69,2
70,1
71,1
72,2
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,2
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,4
104,1
105,1
106,1
107,2
108,1
109,1
110,1
111,1
112,1
113,1
114,2
115,1
116,1
117,1
118,1
119,1
120,2
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,2
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,2
140,1
141,1
142,3
143,1
144,3
145,2
146,2
147,1
148,1
149,1
150,1
151,2
152,5
153,1
154,1
155,1
156,1
157,1
158,5
159,2
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,2
170,4
171,1
172,1
173,2
174,2
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,2
187,1
188,2
189,2
190,1
191,2
192,1
193,1
194,1
195,3
196,1
197,1
198,1
199,1
200,1
201,4
202,1
203,1
204,2
205,1
206,1
207,1
208,1
209,1
210,1
211,2
212,1
213,1
214,1
215,1
216,1
217,2
218,2
219,4
220,1
221,1
222,2
223,2
224,2
225,1
226,2
227,2
228,2
229,2
230,4
231,1
232,2
233,1
234,1
235,1
236,1
237,2
238,1
239,2
240,1
241,1
242,1
243,1
244,1
245,2
246,3
247,2
248,1
249,2
250,2
251,1
252,1
253,1
254,3
255,2
256,1
257,1
258,1
259,1
260,1
261,1
262,2
263,1
264,2
265,1
266,2
267,12
268,31
269,2
270,2
271,1
272,2
273,1
274,1
275,1
276,1
277,3
278,1
279,2
280,2
281,1
282,3
283,2
284,2
285,2
286,1
287,1
288,1
289,1
290,1
291,1
292,2
293,2
294,1
295,1
296,1
297,1
298,1
299,1
300,2
301,1
302,1
303,1
304,6
305,1
306,1
307,1
308,1
309,2
310,1
311,1
312,1
313,1
314,2
315,3
316,2
317,1
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,2
326,1
327,1
328,2
329,1
330,1
331,1
332,1
333,4
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,2
343,1
344,1
345,1
346,1
347,1
348,1
349,2
350,2
351,3
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,3
360,1
361,1
362,1
363,1
364,1
365,3
366,1
367,1
368,1
369,134
370,1
371,2
372,1
373,4
374,1
375,2
376,1
377,1
378,1
379,2
380,1
381,1
382,2
383,1
384,1
385,1
386,1
387,1
388,2
389,2
390,1
391,1
392,119
393,2
394,1
395,1
396,2
397,1
398,1
399,1
400,1
401,2
402,1
403,1
404,2
405,1
406,1
407,1
408,1
409,2
410,1
411,1
412,2
413,1
414,1
415,1
416,1
417,2
418,1
419,1
420,1
421,4
422,1
423,1
424,2
425,3
426,2
427,1
428,1
429,1
430,5
431,1
432,1
433,1
434,1
435,3
436,1
437,2
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,2
446,2
447,2
448,1
449,1
450,17
451,1
452,1
453,1
454,2
455,1
456,1
457,1
458,3
459,1
460,12
461,2
462,2
463,1
464,1
465,1
466,1
467,1
468,2
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,7
484,2
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,2
499,1
500,1
501,1
502,2
503,2
504,2
505,4
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,2
518,1
519,1
520,4
521,2
522,1
523,23
524,1
525,1
526,1
527,1
528,2
529,2
530,1
531,1
532,3
533,1
534,1
535,1
536,1
537,2
538,3
539,1
540,2
541,1
542,2
543,1
544,1
545,1
546,4
547,2
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,2
559,1
560,10
561,1
562,1
563,2
564,1
565,1
566,1
567,2
568,2
569,1
570,1
571,1
572,2
573,2
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,2
584,1
585,1
586,1
587,1
588,2
589,1
590,1
591,1
592,1
593,1
594,1
595,4
596,1
597,1
598,2
599,6
600,1
601,2
602,1
603,1
